16:56:14,CPU,%user,%nice,%system,%iowait,%steal,%idle
16:56:15,0,78.22,0.00,19.80,0.00,0.00,1.98
16:56:16,0,69.00,0.00,23.00,0.00,0.00,8.00
16:56:17,0,73.47,0.00,21.43,0.00,0.00,5.10
16:56:18,0,58.16,0.00,36.73,0.00,0.00,5.10
16:56:19,0,62.00,0.00,28.00,0.00,0.00,10.00
16:56:20,0,83.84,0.00,14.14,0.00,0.00,2.02
16:56:21,0,76.24,0.00,17.82,0.00,0.00,5.94
16:56:22,0,56.12,0.00,35.71,0.00,0.00,8.16
16:56:23,0,68.75,0.00,19.79,0.00,0.00,11.46
16:56:24,0,77.55,0.00,13.27,0.00,0.00,9.18
16:56:25,0,68.42,0.00,20.00,0.00,0.00,11.58
16:56:26,0,72.55,0.00,23.53,0.00,0.00,3.92
16:56:27,0,56.00,0.00,36.00,0.00,0.00,8.00
16:56:28,0,60.19,0.00,31.07,0.00,0.00,8.74
16:56:29,0,69.39,0.00,22.45,0.00,0.00,8.16
16:56:30,0,81.37,0.00,12.75,0.00,0.00,5.88
16:56:31,0,78.00,0.00,17.00,0.00,0.00,5.00
16:56:32,0,62.00,0.00,31.00,0.00,0.00,7.00
16:56:33,0,51.58,0.00,40.00,0.00,0.00,8.42
16:56:34,0,62.38,0.00,30.69,0.00,0.00,6.93
16:56:35,0,77.78,0.00,16.16,0.00,0.00,6.06
16:56:36,0,72.28,0.00,19.80,0.00,0.00,7.92
16:56:37,0,57.28,0.00,29.13,0.00,0.00,13.59
16:56:38,0,67.35,0.00,23.47,0.00,0.00,9.18
16:56:39,0,84.00,0.00,11.00,0.00,0.00,5.00
16:56:40,0,79.38,0.00,15.46,0.00,0.00,5.15
16:56:41,0,69.70,0.00,25.25,0.00,0.00,5.05
16:56:42,0,56.70,0.00,38.14,0.00,0.00,5.15
16:56:43,0,64.65,1.01,26.26,0.00,0.00,8.08
16:56:44,0,70.30,0.00,19.80,0.00,0.00,9.90
16:56:45,0,70.10,0.00,19.59,0.00,0.00,10.31
16:56:46,0,71.72,0.00,19.19,0.00,0.00,9.09
16:56:47,0,75.76,0.00,18.18,0.00,0.00,6.06
16:56:48,0,66.00,0.00,25.00,0.00,0.00,9.00
16:56:49,0,71.43,0.00,19.39,0.00,0.00,9.18
16:56:50,0,74.23,0.00,19.59,0.00,0.00,6.19
16:56:51,0,71.43,0.00,19.39,0.00,0.00,9.18
16:56:52,0,65.98,0.00,25.77,0.00,0.00,8.25
16:56:53,0,71.72,0.00,22.22,0.00,0.00,6.06
16:56:54,0,68.42,0.00,21.05,0.00,0.00,10.53
16:56:55,0,74.26,0.00,14.85,0.00,0.00,10.89
16:56:56,0,66.33,0.00,24.49,0.00,0.00,9.18
16:56:57,0,39.05,0.00,52.38,0.00,0.00,8.57
16:56:58,0,66.99,0.00,25.24,0.00,0.00,7.77
16:56:59,0,75.76,0.00,18.18,0.00,0.00,6.06
16:57:00,0,78.22,0.00,12.87,0.00,0.00,8.91
16:57:01,0,82.83,0.00,11.11,0.00,0.00,6.06
16:57:02,0,74.26,0.00,17.82,0.00,0.00,7.92
16:57:03,0,75.76,0.00,20.20,0.00,0.00,4.04
16:57:04,0,75.51,0.00,16.33,0.00,0.00,8.16
16:57:05,0,79.00,0.00,18.00,0.00,0.00,3.00
16:57:06,0,80.58,0.00,13.59,0.00,0.00,5.83
16:57:07,0,79.80,0.00,14.14,0.00,0.00,6.06
16:57:08,0,74.00,0.00,20.00,0.00,0.00,6.00
16:57:09,0,76.04,0.00,15.62,0.00,0.00,8.33
16:57:10,0,65.00,0.00,25.00,0.00,0.00,10.00
16:57:11,0,62.50,0.00,24.04,0.00,0.00,13.46
16:57:12,0,36.89,0.00,53.40,0.00,0.00,9.71
16:57:13,0,70.41,1.02,18.37,0.00,0.00,10.20
16:57:14,0,74.23,1.03,20.62,0.00,0.00,4.12
Average:,0,69.61,0.05,22.78,0.00,0.00,7.56
