Mem:           3826         303        2196         111        1326        3269
Mem:           3826         302        2197         111        1326        3270
Mem:           3826         302        2196         111        1326        3270
Mem:           3826         301        2197         111        1326        3270
Mem:           3826         302        2197         111        1326        3270
Mem:           3826         301        2197         111        1326        3270
Mem:           3826         301        2197         111        1326        3270
Mem:           3826         301        2197         111        1326        3270
Mem:           3826         301        2197         111        1326        3270
Mem:           3826         301        2197         111        1326        3270
Mem:           3826         300        2198         111        1326        3271
Mem:           3826         301        2197         111        1326        3271
Mem:           3826         301        2197         111        1327        3270
Mem:           3826         302        2196         111        1327        3270
Mem:           3826         301        2197         111        1327        3271
Mem:           3826         302        2195         111        1328        3269
Mem:           3826         302        2194         111        1328        3269
Mem:           3826         303        2194         111        1328        3269
Mem:           3826         302        2194         111        1328        3269
Mem:           3826         302        2194         111        1328        3269
Mem:           3826         302        2195         111        1328        3269
Mem:           3826         302        2195         111        1328        3269
Mem:           3826         302        2195         111        1328        3269
Mem:           3826         302        2195         111        1328        3269
Mem:           3826         302        2194         111        1328        3269
Mem:           3826         302        2194         111        1328        3269
Mem:           3826         302        2194         111        1328        3269
Mem:           3826         302        2194         111        1328        3269
Mem:           3826         302        2194         111        1328        3269
Mem:           3826         302        2194         111        1328        3269
Mem:           3826         302        2194         111        1328        3269
Mem:           3826         302        2194         111        1328        3269
Mem:           3826         302        2194         111        1328        3269
Mem:           3826         302        2194         111        1328        3269
Mem:           3826         302        2194         111        1328        3269
Mem:           3826         302        2194         111        1328        3269
Mem:           3826         302        2194         111        1328        3269
Mem:           3826         302        2194         111        1328        3269
Mem:           3826         302        2194         111        1328        3269
Mem:           3826         302        2195         111        1328        3269
Mem:           3826         302        2195         111        1328        3269
Mem:           3826         302        2194         111        1328        3269
Mem:           3826         302        2194         111        1328        3269
Mem:           3826         302        2195         111        1328        3269
Mem:           3826         302        2195         111        1328        3269
Mem:           3826         302        2194         111        1328        3269
Mem:           3826         302        2194         111        1328        3269
Mem:           3826         302        2195         111        1328        3269
Mem:           3826         302        2195         111        1328        3270
Mem:           3826         302        2195         111        1328        3270
Mem:           3826         302        2195         111        1328        3269
Mem:           3826         302        2195         111        1328        3269
Mem:           3826         302        2195         111        1328        3269
Mem:           3826         302        2194         111        1328        3269
Mem:           3826         302        2195         111        1328        3270
Mem:           3826         302        2195         111        1328        3269
Mem:           3826         302        2195         111        1328        3270
Mem:           3826         302        2195         111        1328        3270
Mem:           3826         302        2195         111        1328        3270
Mem:           3826         301        2195         111        1328        3270
