17:04:08,CPU,%user,%nice,%system,%iowait,%steal,%idle
17:04:09,2,71.72,0.00,16.16,0.00,0.00,12.12
17:04:10,2,77.78,0.00,6.06,0.00,0.00,16.16
17:04:11,2,78.00,0.00,10.00,0.00,0.00,12.00
17:04:12,2,80.81,0.00,11.11,0.00,0.00,8.08
17:04:13,2,46.00,0.00,12.00,0.00,0.00,42.00
17:04:14,2,49.47,0.00,14.74,0.00,0.00,35.79
17:04:15,2,61.62,0.00,9.09,0.00,0.00,29.29
17:04:16,2,46.46,0.00,11.11,0.00,0.00,42.42
17:04:17,2,44.44,0.00,16.16,0.00,0.00,39.39
17:04:18,2,39.78,0.00,17.20,0.00,0.00,43.01
17:04:19,2,54.26,0.00,8.51,0.00,0.00,37.23
17:04:20,2,64.89,0.00,10.64,0.00,0.00,24.47
17:04:21,2,75.26,0.00,6.19,0.00,0.00,18.56
17:04:22,2,36.84,0.00,22.11,0.00,0.00,41.05
17:04:23,2,40.86,0.00,16.13,0.00,0.00,43.01
17:04:24,2,46.46,0.00,13.13,0.00,0.00,40.40
17:04:25,2,56.84,0.00,11.58,0.00,0.00,31.58
17:04:26,2,46.32,0.00,13.68,0.00,0.00,40.00
17:04:27,2,55.34,0.00,10.68,0.00,0.00,33.98
17:04:28,2,48.45,0.00,19.59,0.00,0.00,31.96
17:04:29,2,40.57,0.00,24.53,0.00,0.00,34.91
17:04:30,2,63.92,0.00,9.28,0.00,0.00,26.80
17:04:31,2,46.94,0.00,13.27,0.00,0.00,39.80
17:04:32,2,50.49,0.00,14.56,0.00,0.00,34.95
17:04:33,2,65.69,0.00,11.76,0.00,0.00,22.55
17:04:34,2,73.27,0.00,8.91,0.00,0.00,17.82
17:04:35,2,54.90,0.00,11.76,0.00,0.00,33.33
17:04:36,2,79.81,0.00,6.73,0.00,0.00,13.46
17:04:37,2,70.41,0.00,9.18,0.00,0.00,20.41
17:04:38,2,45.10,0.00,18.63,0.00,0.00,36.27
17:04:39,2,42.27,0.00,15.46,0.00,0.00,42.27
17:04:40,2,67.00,0.00,9.00,0.00,0.00,24.00
17:04:41,2,48.45,0.00,15.46,0.00,0.00,36.08
17:04:42,2,46.60,0.00,13.59,0.00,0.00,39.81
17:04:43,2,81.82,0.00,6.06,0.00,0.00,12.12
17:04:44,2,51.00,0.00,14.00,0.00,0.00,35.00
17:04:45,2,54.37,0.00,12.62,0.00,0.00,33.01
17:04:46,2,53.40,0.00,11.65,0.00,0.00,34.95
17:04:47,2,78.22,0.00,9.90,0.00,0.00,11.88
17:04:48,2,83.84,0.00,6.06,0.00,0.00,10.10
17:04:49,2,57.28,0.00,13.59,0.00,0.00,29.13
17:04:50,2,72.16,0.00,9.28,0.00,0.00,18.56
17:04:51,2,91.92,0.00,3.03,0.00,0.00,5.05
17:04:52,2,46.00,0.00,12.00,0.00,0.00,42.00
17:04:53,2,53.92,0.00,9.80,0.00,0.00,36.27
17:04:54,2,57.89,0.00,11.58,0.00,0.00,30.53
17:04:55,2,48.54,0.00,15.53,0.00,0.00,35.92
17:04:56,2,76.24,0.00,5.94,0.00,0.00,17.82
17:04:57,2,81.37,0.00,6.86,0.00,0.00,11.76
17:04:58,2,59.80,0.00,12.75,0.00,0.00,27.45
17:04:59,2,70.71,0.00,12.12,0.00,0.00,17.17
17:05:00,2,63.64,0.00,12.12,0.00,0.00,24.24
17:05:01,2,54.17,0.00,10.42,0.00,0.00,35.42
17:05:02,2,91.00,0.00,6.00,0.00,0.00,3.00
17:05:03,2,86.14,0.00,11.88,0.00,0.00,1.98
17:05:04,2,40.86,0.00,13.98,0.00,0.00,45.16
17:05:05,2,58.42,0.00,13.86,0.00,0.00,27.72
17:05:06,2,60.61,0.00,9.09,0.00,0.00,30.30
17:05:07,2,52.58,0.00,10.31,0.00,0.00,37.11
17:05:08,2,93.94,0.00,4.04,0.00,0.00,2.02
Average:,2,60.70,0.00,11.70,0.00,0.00,27.59
