17:04:08,CPU,%user,%nice,%system,%iowait,%steal,%idle
17:04:09,3,56.70,0.00,6.19,0.00,0.00,37.11
17:04:10,3,40.21,0.00,20.62,0.00,0.00,39.18
17:04:11,3,42.11,0.00,13.68,0.00,0.00,44.21
17:04:12,3,76.77,0.00,7.07,0.00,0.00,16.16
17:04:13,3,74.74,0.00,3.16,0.00,0.00,22.11
17:04:14,3,50.00,0.00,7.29,0.00,0.00,42.71
17:04:15,3,50.00,0.00,13.00,0.00,0.00,37.00
17:04:16,3,66.00,0.00,7.00,0.00,0.00,27.00
17:04:17,3,58.00,0.00,16.00,0.00,0.00,26.00
17:04:18,3,79.80,0.00,9.09,0.00,0.00,11.11
17:04:19,3,67.33,0.00,10.89,0.00,0.00,21.78
17:04:20,3,88.24,0.00,5.88,0.00,0.00,5.88
17:04:21,3,47.92,0.00,11.46,0.00,0.00,40.62
17:04:22,3,44.68,0.00,8.51,0.00,0.00,46.81
17:04:23,3,74.23,0.00,7.22,0.00,0.00,18.56
17:04:24,3,93.75,0.00,2.08,0.00,0.00,4.17
17:04:25,3,76.84,0.00,7.37,0.00,0.00,15.79
17:04:26,3,56.84,0.00,10.53,0.00,0.00,32.63
17:04:27,3,71.13,0.00,8.25,0.00,0.00,20.62
17:04:28,3,80.61,0.00,4.08,0.00,0.00,15.31
17:04:29,3,66.34,0.00,12.87,0.00,0.00,20.79
17:04:30,3,64.95,0.00,9.28,0.00,0.00,25.77
17:04:31,3,74.00,0.00,9.00,0.00,0.00,17.00
17:04:32,3,77.89,0.00,4.21,0.00,0.00,17.89
17:04:33,3,70.10,0.00,10.31,0.00,0.00,19.59
17:04:34,3,65.31,0.00,10.20,0.00,0.00,24.49
17:04:35,3,89.69,0.00,6.19,0.00,0.00,4.12
17:04:36,3,51.58,0.00,14.74,0.00,0.00,33.68
17:04:37,3,36.63,0.00,24.75,0.00,0.00,38.61
17:04:38,3,48.08,0.00,17.31,0.00,0.00,34.62
17:04:39,3,60.61,0.00,11.11,0.00,0.00,28.28
17:04:40,3,45.92,0.00,13.27,0.00,0.00,40.82
17:04:41,3,85.00,0.00,9.00,0.00,0.00,6.00
17:04:42,3,97.00,0.00,2.00,0.00,0.00,1.00
17:04:43,3,61.46,0.00,6.25,0.00,0.00,32.29
17:04:44,3,56.25,0.00,10.42,0.00,0.00,33.33
17:04:45,3,58.76,0.00,11.34,0.00,0.00,29.90
17:04:46,3,77.67,0.00,8.74,0.00,0.00,13.59
17:04:47,3,51.00,0.00,14.00,0.00,0.00,35.00
17:04:48,3,62.63,0.00,8.08,0.00,0.00,29.29
17:04:49,3,45.74,0.00,20.21,0.00,0.00,34.04
17:04:50,3,48.48,0.00,11.11,0.00,0.00,40.40
17:04:51,3,53.06,0.00,18.37,0.00,0.00,28.57
17:04:52,3,85.71,0.00,5.10,0.00,0.00,9.18
17:04:53,3,79.59,0.00,10.20,0.00,0.00,10.20
17:04:54,3,74.49,0.00,7.14,0.00,0.00,18.37
17:04:55,3,76.24,0.00,8.91,0.00,0.00,14.85
17:04:56,3,66.33,0.00,11.22,0.00,0.00,22.45
17:04:57,3,88.00,0.00,7.00,0.00,0.00,5.00
17:04:58,3,76.04,0.00,6.25,0.00,0.00,17.71
17:04:59,3,79.21,0.00,6.93,0.00,0.00,13.86
17:05:00,3,51.55,0.00,15.46,0.00,0.00,32.99
17:05:01,3,41.24,0.00,12.37,0.00,0.00,46.39
17:05:02,3,56.25,0.00,8.33,0.00,0.00,35.42
17:05:03,3,59.00,0.00,7.00,0.00,0.00,34.00
17:05:04,3,58.16,0.00,10.20,0.00,0.00,31.63
17:05:05,3,68.04,0.00,7.22,0.00,0.00,24.74
17:05:06,3,61.62,0.00,8.08,0.00,0.00,30.30
17:05:07,3,81.00,0.00,8.00,0.00,0.00,11.00
17:05:08,3,44.21,0.00,16.84,0.00,0.00,38.95
Average:,3,64.93,0.00,9.98,0.00,0.00,25.09
