17:00:04,CPU,%user,%nice,%system,%iowait,%steal,%idle
17:00:05,1,48.54,0.00,9.71,0.00,0.00,41.75
17:00:06,1,59.62,0.00,8.65,0.00,0.00,31.73
17:00:07,1,36.19,0.00,15.24,0.00,0.00,48.57
17:00:08,1,46.39,0.00,10.31,0.00,0.00,43.30
17:00:09,1,70.83,0.00,4.17,0.00,0.00,25.00
17:00:10,1,53.00,0.00,11.00,0.00,0.00,36.00
17:00:11,1,52.13,0.00,10.64,0.00,0.00,37.23
17:00:12,1,75.00,0.00,9.00,0.00,0.00,16.00
17:00:13,1,48.98,0.00,11.22,0.00,0.00,39.80
17:00:14,1,63.64,0.00,5.05,0.00,0.00,31.31
17:00:15,1,72.00,0.00,8.00,0.00,0.00,20.00
17:00:16,1,65.31,0.00,10.20,0.00,0.00,24.49
17:00:17,1,67.33,0.00,6.93,0.00,0.00,25.74
17:00:18,1,55.00,0.00,9.00,0.00,0.00,36.00
17:00:19,1,42.22,0.00,10.00,0.00,0.00,47.78
17:00:20,1,30.61,0.00,11.22,0.00,0.00,58.16
17:00:21,1,73.96,0.00,8.33,0.00,0.00,17.71
17:00:22,1,54.17,0.00,6.25,0.00,0.00,39.58
17:00:23,1,31.96,0.00,15.46,0.00,0.00,52.58
17:00:24,1,44.33,0.00,8.25,0.00,0.00,47.42
17:00:25,1,50.53,0.00,9.47,0.00,0.00,40.00
17:00:26,1,47.12,0.00,13.46,0.00,0.00,39.42
17:00:27,1,49.02,0.00,12.75,0.00,0.00,38.24
17:00:28,1,38.00,0.00,15.00,0.00,0.00,47.00
17:00:29,1,46.46,0.00,10.10,0.00,0.00,43.43
17:00:30,1,48.48,0.00,11.11,0.00,0.00,40.40
17:00:31,1,39.80,0.00,16.33,0.00,0.00,43.88
17:00:32,1,44.79,0.00,8.33,0.00,0.00,46.88
17:00:33,1,57.14,0.00,6.12,0.00,0.00,36.73
17:00:34,1,64.08,0.00,8.74,0.00,0.00,27.18
17:00:35,1,40.40,0.00,11.11,0.00,0.00,48.48
17:00:36,1,65.98,0.00,8.25,0.00,0.00,25.77
17:00:37,1,65.35,0.00,9.90,0.00,0.00,24.75
17:00:38,1,54.46,0.00,7.92,0.00,0.00,37.62
17:00:39,1,55.21,0.00,7.29,0.00,0.00,37.50
17:00:40,1,44.09,0.00,5.38,0.00,0.00,50.54
17:00:41,1,75.00,0.00,10.00,0.00,0.00,15.00
17:00:42,1,57.58,0.00,5.05,0.00,0.00,37.37
17:00:43,1,47.78,0.00,3.33,0.00,0.00,48.89
17:00:44,1,56.00,0.00,8.00,0.00,0.00,36.00
17:00:45,1,46.46,0.00,15.15,0.00,0.00,38.38
17:00:46,1,48.94,0.00,6.38,0.00,0.00,44.68
17:00:47,1,53.61,0.00,7.22,0.00,0.00,39.18
17:00:48,1,56.84,0.00,5.26,0.00,0.00,37.89
17:00:49,1,46.88,0.00,12.50,0.00,0.00,40.62
17:00:50,1,56.70,0.00,5.15,0.00,0.00,38.14
17:00:51,1,71.43,0.00,9.18,0.00,0.00,19.39
17:00:52,1,59.00,0.00,8.00,0.00,0.00,33.00
17:00:53,1,74.26,0.00,8.91,0.00,0.00,16.83
17:00:54,1,72.73,0.00,10.10,0.00,0.00,17.17
17:00:55,1,75.76,0.00,8.08,0.00,0.00,16.16
17:00:56,1,56.86,0.00,9.80,0.00,0.00,33.33
17:00:57,1,47.47,0.00,11.11,0.00,0.00,41.41
17:00:58,1,54.64,0.00,9.28,0.00,0.00,36.08
17:00:59,1,47.37,0.00,13.68,0.00,0.00,38.95
17:01:00,1,45.37,0.00,15.74,0.00,0.00,38.89
17:01:01,1,41.84,0.00,9.18,0.00,0.00,48.98
17:01:02,1,50.50,0.00,10.89,0.00,0.00,38.61
17:01:03,1,40.82,0.00,12.24,0.00,0.00,46.94
17:01:04,1,75.00,0.00,8.33,0.00,0.00,16.67
Average:,1,54.38,0.00,9.58,0.00,0.00,36.04
