Connected with result code 0
zwave/D/50/0/value/66049 b'4.273'
zwave/D/50/0/value/66049 b'4.073'
zwave/D/50/0/value/66049 b'4.073'
zwave/D/50/0/value/66049 b'4.8'
zwave/D/50/0/value/66049 b'4.8'
zwave/D/50/0/value/66049 b'3.987'
zwave/D/50/0/value/66049 b'3.987'
zwave/D/50/0/value/66049 b'4.233'
zwave/D/50/0/value/66049 b'4.233'
zwave/D/50/0/value/66049 b'4.385'
zwave/D/50/0/value/66049 b'4.385'
zwave/D/50/0/value/66049 b'4.053'
zwave/D/50/0/value/66049 b'4.053'
zwave/D/50/0/value/66049 b'4.146'
zwave/D/50/0/value/66049 b'4.146'
zwave/D/50/0/value/66049 b'4.242'
zwave/D/50/0/value/66049 b'4.242'
zwave/D/50/0/value/66049 b'4.309'
zwave/D/50/0/value/66049 b'4.523'
zwave/D/50/0/value/66049 b'4.523'
zwave/D/50/0/value/66049 b'4.328'
zwave/D/50/0/value/66049 b'4.328'
zwave/D/50/0/value/66049 b'4.043'
zwave/D/50/0/value/66049 b'4.043'
zwave/D/50/0/value/66049 b'4.412'
zwave/D/50/0/value/66049 b'4.412'
zwave/D/50/0/value/66049 b'4.139'
zwave/D/50/0/value/66049 b'4.139'
zwave/D/50/0/value/66049 b'4.343'
zwave/D/50/0/value/66049 b'4.343'
zwave/D/50/0/value/66049 b'4.266'
zwave/D/50/0/value/66049 b'4.266'
zwave/D/50/0/value/66049 b'4.019'
zwave/D/50/0/value/66049 b'4.019'
zwave/D/50/0/value/66049 b'3.977'
zwave/D/50/0/value/66049 b'3.977'
zwave/D/50/0/value/66049 b'3.977'
zwave/D/50/0/value/66049 b'4.15'
zwave/D/50/0/value/66049 b'4.15'
zwave/D/50/0/value/66049 b'4.484'
zwave/D/50/0/value/66049 b'4.484'
zwave/D/50/0/value/66049 b'4.284'
zwave/D/50/0/value/66049 b'3.914'
zwave/D/50/0/value/66049 b'3.914'
zwave/D/50/0/value/66049 b'3.904'
zwave/D/50/0/value/66049 b'3.904'
zwave/D/50/0/value/66049 b'4.138'
zwave/D/50/0/value/66049 b'4.138'
zwave/D/50/0/value/66049 b'4.285'
zwave/D/50/0/value/66049 b'4.285'
zwave/D/50/0/value/66049 b'4.458'
zwave/D/50/0/value/66049 b'4.458'
zwave/D/50/0/value/66049 b'4.458'
zwave/D/50/0/value/66049 b'4.064'
zwave/D/50/0/value/66049 b'4.007'
zwave/D/50/0/value/66049 b'4.007'
zwave/D/50/0/value/66049 b'4.007'
zwave/D/50/0/value/66049 b'4.233'
zwave/D/50/0/value/66049 b'4.233'
zwave/D/50/0/value/66049 b'4.447'
zwave/D/50/0/value/66049 b'4.447'
zwave/D/50/0/value/66049 b'3.963'
zwave/D/50/0/value/66049 b'3.963'
zwave/D/50/0/value/66049 b'4.183'
zwave/D/50/0/value/66049 b'4.183'
zwave/D/50/0/value/66049 b'4.183'
zwave/D/50/0/value/66049 b'4.18'
zwave/D/50/0/value/66049 b'4.18'
zwave/D/50/0/value/66049 b'4.181'
zwave/D/50/0/value/66049 b'4.181'
zwave/D/50/0/value/66049 b'4.394'
zwave/D/50/0/value/66049 b'4.394'
zwave/D/50/0/value/66049 b'3.979'
zwave/D/50/0/value/66049 b'3.979'
zwave/D/50/0/value/66049 b'4.451'
zwave/D/50/0/value/66049 b'4.451'
zwave/D/50/0/value/66049 b'3.915'
zwave/D/50/0/value/66049 b'3.915'
zwave/D/50/0/value/66049 b'4.211'
zwave/D/50/0/value/66049 b'4.211'
zwave/D/50/0/value/66049 b'4.079'
zwave/D/50/0/value/66049 b'4.079'
zwave/D/50/0/value/66049 b'4.098'
zwave/D/50/0/value/66049 b'4.098'
zwave/D/50/0/value/66049 b'4.24'
zwave/D/50/0/value/66049 b'4.24'
zwave/D/50/0/value/66049 b'4.24'
zwave/D/50/0/value/66049 b'4.091'
zwave/D/50/0/value/66049 b'4.091'
zwave/D/50/0/value/66049 b'4.052'
zwave/D/50/0/value/66049 b'4.052'
zwave/D/50/0/value/66049 b'4.243'
zwave/D/50/0/value/66049 b'4.243'
zwave/D/50/0/value/66049 b'4.109'
zwave/D/50/0/value/66049 b'4.109'
zwave/D/50/0/value/66049 b'4.09'
zwave/D/50/0/value/66049 b'4.09'
zwave/D/50/0/value/66049 b'4.643'
zwave/D/50/0/value/66049 b'4.643'
zwave/D/50/0/value/66049 b'4.337'
zwave/D/50/0/value/66049 b'4.337'
zwave/D/50/0/value/66049 b'4.184'
zwave/D/50/0/value/66049 b'4.184'
zwave/D/50/0/value/66049 b'4.184'
zwave/D/50/0/value/66049 b'4.184'
zwave/D/50/0/value/66049 b'4.167'
zwave/D/50/0/value/66049 b'4.167'
zwave/D/50/0/value/66049 b'4.357'
zwave/D/50/0/value/66049 b'4.357'
zwave/D/50/0/value/66049 b'4.323'
zwave/D/50/0/value/66049 b'4.323'
zwave/D/50/0/value/66049 b'4.018'
zwave/D/50/0/value/66049 b'4.018'
zwave/D/50/0/value/66049 b'4.031'
zwave/D/50/0/value/66049 b'4.031'
zwave/D/50/0/value/66049 b'4.37'
zwave/D/50/0/value/66049 b'4.37'
zwave/D/50/0/value/66049 b'4.257'
zwave/D/50/0/value/66049 b'4.257'
zwave/D/50/0/value/66049 b'4.346'
zwave/D/50/0/value/66049 b'4.346'
zwave/D/50/0/value/66049 b'4.346'
zwave/D/50/0/value/66049 b'4.063'
zwave/D/50/0/value/66049 b'4.063'
zwave/D/50/0/value/66049 b'4.398'
zwave/D/50/0/value/66049 b'4.398'
zwave/D/50/0/value/66049 b'4.23'
