17:00:04,CPU,%user,%nice,%system,%iowait,%steal,%idle
17:00:05,2,44.04,0.00,16.51,0.00,0.00,39.45
17:00:06,2,45.63,0.00,16.50,0.00,0.00,37.86
17:00:07,2,46.00,0.00,11.00,0.00,0.00,43.00
17:00:08,2,38.83,0.00,17.48,0.00,0.00,43.69
17:00:09,2,45.00,0.00,9.00,0.00,0.00,46.00
17:00:10,2,41.84,0.00,14.29,0.00,0.00,43.88
17:00:11,2,68.69,0.00,9.09,0.00,0.00,22.22
17:00:12,2,50.49,0.00,10.68,0.00,0.00,38.83
17:00:13,2,60.00,0.00,7.37,0.00,0.00,32.63
17:00:14,2,41.84,0.00,8.16,0.00,0.00,50.00
17:00:15,2,58.65,0.00,10.58,0.00,0.00,30.77
17:00:16,2,48.54,0.00,9.71,0.00,0.00,41.75
17:00:17,2,57.84,0.00,14.71,0.00,0.00,27.45
17:00:18,2,54.74,0.00,7.37,0.00,0.00,37.89
17:00:19,2,53.40,0.00,7.77,0.00,0.00,38.83
17:00:20,2,50.00,0.00,8.00,0.00,0.00,42.00
17:00:21,2,52.58,0.00,5.15,0.00,0.00,42.27
17:00:22,2,37.11,0.00,13.40,0.00,0.00,49.48
17:00:23,2,49.04,0.00,12.50,0.00,0.00,38.46
17:00:24,2,64.58,0.00,7.29,0.00,0.00,28.12
17:00:25,2,70.71,0.00,9.09,0.00,0.00,20.20
17:00:26,2,43.43,0.00,11.11,0.00,0.00,45.45
17:00:27,2,44.55,0.00,10.89,0.00,0.00,44.55
17:00:28,2,47.47,0.00,7.07,0.00,0.00,45.45
17:00:29,2,72.73,0.00,9.09,0.00,0.00,18.18
17:00:30,2,63.27,0.00,8.16,0.00,0.00,28.57
17:00:31,2,46.88,0.00,10.42,0.00,0.00,42.71
17:00:32,2,29.00,0.00,18.00,0.00,0.00,53.00
17:00:33,2,36.08,0.00,15.46,0.00,0.00,48.45
17:00:34,2,34.34,0.00,15.15,0.00,0.00,50.51
17:00:35,2,51.61,0.00,8.60,0.00,0.00,39.78
17:00:36,2,54.00,0.00,9.00,0.00,0.00,37.00
17:00:37,2,59.26,0.00,9.26,0.00,0.00,31.48
17:00:38,2,55.67,0.00,11.34,0.00,0.00,32.99
17:00:39,2,80.00,0.00,5.00,0.00,0.00,15.00
17:00:40,2,62.24,0.00,8.16,0.00,0.00,29.59
17:00:41,2,43.62,0.00,9.57,0.00,0.00,46.81
17:00:42,2,63.54,0.00,8.33,0.00,0.00,28.12
17:00:43,2,67.71,0.00,6.25,0.00,0.00,26.04
17:00:44,2,78.00,0.00,5.00,0.00,0.00,17.00
17:00:45,2,77.32,0.00,5.15,0.00,0.00,17.53
17:00:46,2,69.90,0.00,3.88,0.00,0.00,26.21
17:00:47,2,42.22,0.00,5.56,0.00,0.00,52.22
17:00:48,2,47.87,0.00,12.77,0.00,0.00,39.36
17:00:49,2,47.00,0.00,10.00,0.00,0.00,43.00
17:00:50,2,71.57,0.00,8.82,0.00,0.00,19.61
17:00:51,2,54.17,0.00,7.29,0.00,0.00,38.54
17:00:52,2,40.43,0.00,13.83,0.00,0.00,45.74
17:00:53,2,56.48,0.00,9.26,0.00,0.00,34.26
17:00:54,2,43.01,0.00,16.13,0.00,0.00,40.86
17:00:55,2,50.00,0.00,9.78,0.00,0.00,40.22
17:00:56,2,44.00,0.00,5.00,0.00,0.00,51.00
17:00:57,2,55.10,0.00,9.18,0.00,0.00,35.71
17:00:58,2,74.49,0.00,8.16,0.00,0.00,17.35
17:00:59,2,52.00,0.00,9.00,0.00,0.00,39.00
17:01:00,2,69.00,0.00,8.00,0.00,0.00,23.00
17:01:01,2,66.67,0.00,7.07,0.00,0.00,26.26
17:01:02,2,69.39,0.00,6.12,0.00,0.00,24.49
17:01:03,2,46.39,0.00,8.25,0.00,0.00,45.36
17:01:04,2,50.49,0.00,14.56,0.00,0.00,34.95
Average:,2,54.04,0.00,9.85,0.00,0.00,36.11
