16:53:41,CPU,%user,%nice,%system,%iowait,%steal,%idle
16:53:42,3,35.79,0.00,6.32,0.00,0.00,57.89
16:53:43,3,29.13,0.00,9.71,0.00,0.00,61.17
16:53:44,3,29.17,0.00,7.29,0.00,0.00,63.54
16:53:45,3,36.00,0.00,9.00,0.00,0.00,55.00
16:53:46,3,30.00,0.00,5.00,0.00,0.00,65.00
16:53:47,3,34.07,0.00,8.79,0.00,0.00,57.14
16:53:48,3,38.61,0.00,4.95,0.00,0.00,56.44
16:53:49,3,31.91,0.00,5.32,0.00,0.00,62.77
16:53:50,3,22.22,0.00,6.67,0.00,0.00,71.11
16:53:51,3,29.29,0.00,3.03,0.00,0.00,67.68
16:53:52,3,34.02,0.00,8.25,0.00,0.00,57.73
16:53:53,3,30.93,0.00,8.25,0.00,0.00,60.82
16:53:54,3,30.21,0.00,10.42,0.00,0.00,59.38
16:53:55,3,30.30,0.00,12.12,0.00,0.00,57.58
16:53:56,3,37.00,0.00,2.00,0.00,0.00,61.00
16:53:57,3,30.21,0.00,8.33,0.00,0.00,61.46
16:53:58,3,29.59,0.00,7.14,0.00,0.00,63.27
16:53:59,3,33.66,0.00,3.96,0.00,0.00,62.38
16:54:00,3,35.71,0.00,5.10,0.00,0.00,59.18
16:54:01,3,35.92,0.00,1.94,0.00,0.00,62.14
16:54:02,3,30.69,0.00,10.89,0.00,0.00,58.42
16:54:03,3,25.77,0.00,10.31,0.00,0.00,63.92
16:54:04,3,33.64,0.00,4.67,0.00,0.00,61.68
16:54:05,3,39.18,2.06,7.22,0.00,0.00,51.55
16:54:06,3,26.73,0.00,12.87,0.00,0.00,60.40
16:54:07,3,26.42,0.00,13.21,0.00,0.00,60.38
16:54:08,3,26.26,0.00,8.08,0.00,0.00,65.66
16:54:09,3,36.54,0.00,6.73,0.00,0.00,56.73
16:54:10,3,32.35,0.00,10.78,0.00,0.00,56.86
16:54:11,3,37.37,0.00,3.03,0.00,0.00,59.60
16:54:12,3,29.41,0.00,10.78,0.00,0.00,59.80
16:54:13,3,44.12,0.00,8.82,0.00,0.00,47.06
16:54:14,3,33.68,0.00,4.21,0.00,0.00,62.11
16:54:15,3,33.01,0.00,5.83,0.00,0.00,61.17
16:54:16,3,29.41,0.98,5.88,0.00,0.00,63.73
16:54:17,3,29.00,0.00,7.00,0.00,0.00,64.00
16:54:18,3,31.37,0.00,9.80,0.00,0.00,58.82
16:54:19,3,36.27,0.00,7.84,0.00,0.00,55.88
16:54:20,3,29.29,0.00,5.05,0.00,0.00,65.66
16:54:21,3,33.33,0.00,9.80,0.00,0.00,56.86
16:54:22,3,33.64,0.00,10.28,0.00,0.00,56.07
16:54:23,3,30.69,0.00,6.93,0.00,0.00,62.38
16:54:24,3,27.18,0.00,7.77,0.00,0.00,65.05
16:54:25,3,34.00,0.00,6.00,0.00,0.00,60.00
16:54:26,3,34.91,0.00,8.49,0.00,0.00,56.60
16:54:27,3,30.10,0.00,9.71,0.00,0.00,60.19
16:54:28,3,44.55,0.00,0.99,0.00,0.00,54.46
16:54:29,3,32.63,0.00,4.21,0.00,0.00,63.16
16:54:30,3,34.34,0.00,12.12,0.00,0.00,53.54
16:54:31,3,28.42,0.00,7.37,0.00,0.00,64.21
16:54:32,3,41.58,0.00,6.93,0.00,0.00,51.49
16:54:33,3,32.69,0.00,7.69,0.00,0.00,59.62
16:54:34,3,32.67,0.00,7.92,0.00,0.00,59.41
16:54:35,3,38.61,0.00,2.97,0.00,0.00,58.42
16:54:36,3,38.61,0.00,7.92,0.00,0.00,53.47
16:54:37,3,29.90,0.00,8.25,0.00,0.00,61.86
16:54:38,3,33.33,0.00,8.08,0.00,0.00,58.59
16:54:39,3,36.84,0.00,2.11,0.00,0.00,61.05
16:54:40,3,26.47,0.00,8.82,0.00,0.00,64.71
16:54:41,3,30.93,0.00,11.34,0.00,0.00,57.73
Average:,3,32.69,0.05,7.39,0.00,0.00,59.88
