Connected with result code 0
zwave/D/50/0/value/66049 b'3.095'
zwave/D/50/0/value/66049 b'3.468'
zwave/D/50/0/value/66049 b'3.468'
zwave/D/50/0/value/66049 b'4.546'
zwave/D/50/0/value/66049 b'4.546'
zwave/D/50/0/value/66049 b'3.42'
zwave/D/50/0/value/66049 b'3.42'
zwave/D/50/0/value/66049 b'3.298'
zwave/D/50/0/value/66049 b'3.385'
zwave/D/50/0/value/66049 b'3.385'
zwave/D/50/0/value/66049 b'3.281'
zwave/D/50/0/value/66049 b'3.281'
zwave/D/50/0/value/66049 b'3.445'
zwave/D/50/0/value/66049 b'3.814'
zwave/D/50/0/value/66049 b'3.814'
zwave/D/50/0/value/66049 b'3.064'
zwave/D/50/0/value/66049 b'3.133'
zwave/D/50/0/value/66049 b'3.133'
zwave/D/50/0/value/66049 b'3.102'
zwave/D/50/0/value/66049 b'3.337'
zwave/D/50/0/value/66049 b'3.361'
zwave/D/50/0/value/66049 b'3.34'
zwave/D/50/0/value/66049 b'3.42'
zwave/D/50/0/value/66049 b'3.122'
zwave/D/50/0/value/66049 b'3.122'
zwave/D/50/0/value/66049 b'3.32'
zwave/D/50/0/value/66049 b'3.59'
zwave/D/50/0/value/66049 b'3.655'
zwave/D/50/0/value/66049 b'3.655'
zwave/D/50/0/value/66049 b'3.137'
zwave/D/50/0/value/66049 b'3.277'
zwave/D/50/0/value/66049 b'3.006'
zwave/D/50/0/value/66049 b'3.006'
zwave/D/50/0/value/66049 b'3.364'
zwave/D/50/0/value/66049 b'3.364'
zwave/D/50/0/value/66049 b'3.627'
zwave/D/50/0/value/66049 b'3.627'
zwave/D/50/0/value/66049 b'3.344'
zwave/D/50/0/value/66049 b'3.403'
zwave/D/50/0/value/66049 b'3.181'
zwave/D/50/0/value/66049 b'3.478'
zwave/D/50/0/value/66049 b'3.478'
zwave/D/50/0/value/66049 b'3.402'
zwave/D/50/0/value/66049 b'3.402'
zwave/D/50/0/value/66049 b'3.386'
zwave/D/50/0/value/66049 b'3.386'
zwave/D/50/0/value/66049 b'3.155'
zwave/D/50/0/value/66049 b'3.202'
zwave/D/50/0/value/66049 b'3.051'
zwave/D/50/0/value/66049 b'3.81'
zwave/D/50/0/value/66049 b'3.144'
zwave/D/50/0/value/66049 b'3.144'
zwave/D/50/0/value/66049 b'3.205'
zwave/D/50/0/value/66049 b'3.205'
zwave/D/50/0/value/66049 b'3.205'
zwave/D/50/0/value/66049 b'3.286'
zwave/D/50/0/value/66049 b'3.326'
zwave/D/50/0/value/66049 b'3.326'
zwave/D/50/0/value/66049 b'3.326'
zwave/D/50/0/value/66049 b'3.326'
zwave/D/50/0/value/66049 b'3.521'
zwave/D/50/0/value/66049 b'3.521'
zwave/D/50/0/value/66049 b'3.521'
zwave/D/50/0/value/66049 b'3.081'
zwave/D/50/0/value/66049 b'3.426'
zwave/D/50/0/value/66049 b'3.365'
zwave/D/50/0/value/66049 b'3.365'
zwave/D/50/0/value/66049 b'3.265'
zwave/D/50/0/value/66049 b'3.265'
zwave/D/50/0/value/66049 b'3.265'
zwave/D/50/0/value/66049 b'3.4'
zwave/D/50/0/value/66049 b'3.327'
zwave/D/50/0/value/66049 b'3.327'
zwave/D/50/0/value/66049 b'3.291'
zwave/D/50/0/value/66049 b'3.153'
zwave/D/50/0/value/66049 b'3.277'
zwave/D/50/0/value/66049 b'3.277'
zwave/D/50/0/value/66049 b'3.438'
zwave/D/50/0/value/66049 b'3.167'
zwave/D/50/0/value/66049 b'3.341'
zwave/D/50/0/value/66049 b'3.212'
zwave/D/50/0/value/66049 b'3.25'
zwave/D/50/0/value/66049 b'3.25'
zwave/D/50/0/value/66049 b'3.123'
zwave/D/50/0/value/66049 b'3.123'
zwave/D/50/0/value/66049 b'3.428'
zwave/D/50/0/value/66049 b'3.469'
zwave/D/50/0/value/66049 b'3.243'
zwave/D/50/0/value/66049 b'3.243'
zwave/D/50/0/value/66049 b'3.323'
zwave/D/50/0/value/66049 b'3.465'
zwave/D/50/0/value/66049 b'3.818'
zwave/D/50/0/value/66049 b'3.426'
