Mem:           3826          75        2796          16         954        3594
Mem:           3826          74        2797          16         954        3595
Mem:           3826          74        2797          16         954        3595
Mem:           3826          73        2797          16         954        3596
Mem:           3826          74        2797          16         954        3595
Mem:           3826          74        2797          16         954        3595
Mem:           3826          73        2797          16         954        3596
Mem:           3826          73        2797          16         954        3596
Mem:           3826          73        2797          16         954        3596
Mem:           3826          73        2798          16         954        3596
Mem:           3826          73        2798          16         954        3596
Mem:           3826          73        2797          16         954        3596
Mem:           3826          73        2798          16         954        3596
Mem:           3826          73        2798          16         954        3596
Mem:           3826          73        2798          16         954        3596
Mem:           3826          73        2798          16         954        3596
Mem:           3826          73        2798          16         954        3596
Mem:           3826          73        2798          16         954        3596
Mem:           3826          72        2798          16         954        3596
Mem:           3826          72        2798          16         954        3597
Mem:           3826          72        2798          16         954        3596
Mem:           3826          72        2798          16         954        3596
Mem:           3826          73        2798          16         954        3596
Mem:           3826          73        2798          16         954        3596
Mem:           3826          73        2798          16         954        3596
Mem:           3826          72        2798          16         954        3597
Mem:           3826          72        2798          16         954        3597
Mem:           3826          73        2798          16         954        3596
Mem:           3826          73        2798          16         954        3596
Mem:           3826          73        2798          16         954        3596
Mem:           3826          72        2798          16         954        3597
Mem:           3826          72        2798          16         954        3597
Mem:           3826          72        2798          16         954        3597
Mem:           3826          72        2798          16         954        3597
Mem:           3826          72        2798          16         954        3597
Mem:           3826          72        2798          16         954        3597
Mem:           3826          72        2798          16         954        3597
Mem:           3826          72        2798          16         954        3597
Mem:           3826          72        2798          16         954        3597
Mem:           3826          72        2798          16         954        3597
Mem:           3826          72        2798          16         954        3597
Mem:           3826          72        2798          16         954        3597
Mem:           3826          72        2798          16         954        3597
Mem:           3826          72        2798          16         954        3597
Mem:           3826          72        2798          16         954        3597
Mem:           3826          73        2798          16         954        3596
Mem:           3826          73        2798          16         954        3596
Mem:           3826          73        2798          16         954        3596
Mem:           3826          73        2798          16         954        3596
Mem:           3826          73        2798          16         954        3596
Mem:           3826          73        2798          16         954        3596
Mem:           3826          72        2798          16         954        3597
Mem:           3826          73        2798          16         954        3596
Mem:           3826          73        2797          16         954        3596
Mem:           3826          73        2797          16         954        3596
Mem:           3826          73        2797          16         954        3596
Mem:           3826          73        2797          16         954        3596
Mem:           3826          73        2798          16         954        3596
Mem:           3826          73        2798          16         954        3596
Mem:           3826          73        2798          16         954        3596
