Mem:           3826         516        1913         118        1396        3048
Mem:           3826         517        1914         116        1394        3049
Mem:           3826         517        1912         116        1396        3049
Mem:           3826         518        1909         116        1398        3047
Mem:           3826         515        1910         116        1400        3050
Mem:           3826         520        1906         115        1399        3046
Mem:           3826         522        1902         116        1401        3044
Mem:           3826         522        1901         115        1401        3044
Mem:           3826         524        1892         123        1409        3034
Mem:           3826         525        1891         123        1409        3033
Mem:           3826         523        1890         123        1411        3035
Mem:           3826         524        1888         124        1412        3034
Mem:           3826         539        1872         124        1414        3019
Mem:           3826         540        1877         117        1408        3025
Mem:           3826         545        1870         117        1410        3020
Mem:           3826         539        1876         117        1409        3026
Mem:           3826         540        1874         117        1411        3024
Mem:           3826         529        1884         116        1411        3036
Mem:           3826         530        1884         116        1411        3035
Mem:           3826         529        1882         116        1413        3036
Mem:           3826         529        1883         116        1413        3037
Mem:           3826         530        1879         116        1415        3035
Mem:           3826         540        1870         116        1415        3026
Mem:           3826         545        1864         116        1415        3020
Mem:           3826         545        1864         116        1416        3020
Mem:           3826         547        1860         116        1418        3018
Mem:           3826         540        1867         116        1418        3025
Mem:           3826         540        1867         116        1418        3025
Mem:           3826         545        1862         116        1418        3020
Mem:           3826         545        1863         116        1418        3021
Mem:           3826         544        1861         116        1420        3021
Mem:           3826         551        1854         116        1420        3015
Mem:           3826         540        1865         116        1420        3025
Mem:           3826         544        1861         116        1420        3021
Mem:           3826         538        1865         116        1422        3028
Mem:           3826         538        1865         116        1422        3027
Mem:           3826         538        1865         116        1422        3027
Mem:           3826         538        1865         116        1422        3027
Mem:           3826         549        1855         116        1422        3017
Mem:           3826         550        1852         116        1423        3016
Mem:           3826         543        1858         116        1423        3022
Mem:           3826         546        1854         116        1425        3019
Mem:           3826         548        1852         116        1425        3018
Mem:           3826         548        1852         116        1425        3018
Mem:           3826         549        1850         116        1425        3016
Mem:           3826         549        1851         116        1425        3017
Mem:           3826         551        1847         116        1427        3015
Mem:           3826         551        1846         116        1427        3014
Mem:           3826         563        1834         116        1427        3002
Mem:           3826         564        1833         116        1427        3001
Mem:           3826         556        1841         116        1428        3009
Mem:           3826         558        1836         116        1430        3006
Mem:           3826         559        1836         116        1430        3006
Mem:           3826         571        1824         116        1430        2994
Mem:           3826         571        1824         116        1430        2994
Mem:           3826         572        1823         116        1430        2993
Mem:           3826         550        1842         116        1432        3015
Mem:           3826         550        1842         116        1432        3015
Mem:           3826         555        1837         116        1432        3010
Mem:           3826         555        1837         116        1432        3010
